pid,face_id,face_sex,attractiveness,distinctiveness,symmetry,dimorphism
3168066.0,robin,male,1,0.1932123756255538,0.5805067771164572,-0.8837091904078164
3168066.0,irena,female,22,-1.1961407506087511,-0.9299667270445974,0.7510370564878086
3168066.0,zlatica,female,15,-1.4657713401149568,-0.949661887868339,0.3585457655242164
3168066.0,dalimil,male,6,0.0409893440354115,1.188503314329246,0.2706797777642074
3168066.0,zlata,female,30,-1.266700435894628,-0.9528749180556924,0.2833749722544668
3168066.0,zita,female,55,0.7444285714675859,-0.8679985800615497,-1.5833184942787013
3168066.0,ambroz,male,6,2.075608000240752,0.4070207629988835,1.717516638429765
3168066.0,ivan2,male,8,-0.0395706513244349,0.2722677312393881,0.4752144692087659
3168066.0,rehor,male,61,0.2285017544970187,1.5467781973521284,-0.7124905724834433
3168066.0,ctirad,male,16,-0.3820058790283932,0.4512841426311738,-0.0379684711074788
3168066.0,viola,female,66,-1.3002028060143,1.2830038805289783,0.304360045102466
3168066.0,lumir,male,19,0.8341538278370585,-1.7849460817798728,1.810040673100184
3168066.0,anezka,female,12,-0.4237860800891219,-0.9150674680699395,-0.5124735181037691
3168066.0,bera,female,51,-0.3066223942215978,0.2279687188680322,1.1115291044831173
3168066.0,stefan,male,6,-0.2125398680891961,0.0443954272497062,0.2488458507646002
3168066.0,mikulas,male,21,-1.0115519854090729,0.4959449570317042,0.275689210599841
3168066.0,christianne,female,72,-0.600062037370303,0.8884796530277934,-0.8128507074259177
3168066.0,agata,female,37,-0.2730647208467533,-0.596405179621126,0.2701457792020847
3168066.0,mojmir,male,26,3.495328985563467,-0.8581571681983425,-2.361460929973813
3168066.0,alex,male,8,0.7276571935261851,-0.3663586041548893,-0.3433311784645395
3168066.0,cestmir,male,10,-0.5733050318966885,-0.0987743206116191,-0.501318995914745
3168066.0,oleg,male,14,1.2215304926920023,-0.4277258796328276,-1.5849551858129765
3168066.0,patrik,male,5,1.0067181842906845,2.390177688892264,-0.2805360499413691
3168066.0,mike,male,34,-0.6672361638702388,-0.3370281724973776,0.4106948659332132
3168066.0,blazana,female,42,-1.0041617217365466,0.8386485120892927,-0.9656873202576484
3168066.0,elena,female,50,-0.7730975583795913,0.5481276635568629,-0.9357988913585118
3168066.0,miloslava,female,45,-1.73192450891643,0.2531336803226301,-0.0647836095813824
3168066.0,bedrich,male,14,-1.7388422578281315,0.2769860306113744,-0.1633532243237703
3168066.0,apolena,female,85,0.3036547448497604,-0.2017351055368193,0.9500365592181288
3168066.0,milos,male,60,-1.1581882994654484,-0.0776021846879714,0.3180270436684446
3168066.0,kristian,male,0,0.3787915700555754,-2.0969550942603576,0.8382654040585023
3168070.0,herman,male,25,1.8608529705812633,2.877162164792234,0.5563758953187864
3168070.0,anastazie,female,85,1.0343009116361708,-0.5745567320725761,1.3989404713231957
3168070.0,zlata,female,78,-1.266700435894628,-0.9528749180556924,0.2833749722544668
3168070.0,igor,male,61,0.9804551561606096,0.8899317368691643,-1.3814138466516888
3168070.0,irena,female,34,-1.1961407506087511,-0.9299667270445974,0.7510370564878086
3168070.0,perla,female,74,-0.1816694777801625,-1.5983954433251064,0.8549526150001465
3168070.0,andrea,female,50,-0.5077861665970035,-0.3295745077037179,0.7804896650969203
3168070.0,gejza,female,26,0.0828684770123068,-0.0495535333623357,-0.6882577136630335
3168070.0,dalimil,male,43,0.0409893440354115,1.188503314329246,0.2706797777642074
3168070.0,livia,female,53,-0.6311859915158705,0.0815269722054515,-0.2929813944149884
3168070.0,pravoslav,male,12,0.2914748087179561,2.279601253941689,0.5027829215305699
3168070.0,karina,female,63,0.1413215050420943,-0.5494274720252748,1.008651191816751
3168070.0,lumir,male,83,0.8341538278370585,-1.7849460817798728,1.810040673100184
3168070.0,patrik,male,60,1.0067181842906845,2.390177688892264,-0.2805360499413691
3168070.0,milena,female,50,-0.7831297174359548,1.7235316671582677,0.3937262114888887
3168070.0,zora,female,10,-0.6697215644350113,-0.1597005429064095,-0.2961211298860722
3168070.0,eleanora,female,35,-0.9485098711169112,-0.2129211185957576,-0.4151399581318435
3168070.0,zita,female,50,0.7444285714675859,-0.8679985800615497,-1.5833184942787013
3168070.0,dorota,female,50,-0.2860224329046901,0.2150078219991446,-0.7154379250492254
3168070.0,alexander,male,61,-0.6468640627600248,-0.0540367633553543,1.187799768978778
3168070.0,gabriel,male,69,-0.3292082309714579,-0.1872015516998597,1.055158144806512
3168070.0,apolena,female,67,0.3036547448497604,-0.2017351055368193,0.9500365592181288
3168070.0,vlasta,female,78,-0.7267968442320033,0.801730246664766,-0.5816982540223451
3168070.0,alica,female,50,0.1765832985647167,0.7638735029508861,-0.540228511908649
3168070.0,blazej,male,77,1.0661001349118746,-1.9770706778942464,0.7586092970840651
3168070.0,jan,male,73,0.0393013795870387,0.7694651911299825,-0.082504717908036
3168070.0,bera,female,80,-0.3066223942215978,0.2279687188680322,1.1115291044831173
3168070.0,viola,female,71,-1.3002028060143,1.2830038805289783,0.304360045102466
3168070.0,anezka,female,55,-0.4237860800891219,-0.9150674680699395,-0.5124735181037691
3168070.0,mojmir,male,65,3.495328985563467,-0.8581571681983425,-2.361460929973813
3168070.0,saskie,female,39,-0.5684784108375543,-1.0349850094703954,0.5568945097568879
3168070.0,justin,male,72,-0.4995931712295863,-0.6600922511443608,1.1890116023215007
3168070.0,bohdana,female,72,0.033616072340998,-1.684165430268148,-0.1075106267722017
3168070.0,slavomir,male,63,1.8375899745877888,0.6004240080943157,-2.484124395767073
3168070.0,christianne,female,59,-0.600062037370303,0.8884796530277934,-0.8128507074259177
3168070.0,darjal,female,20,-0.2027235927848835,-0.9382791971433816,-0.3174344534898216
3168070.0,agata,female,59,-0.2730647208467533,-0.596405179621126,0.2701457792020847
3168070.0,david,male,75,-0.6749137904869901,0.8497846311838465,0.7247761764269348
3168070.0,slavena,female,17,-0.6549532137165359,0.5001379026270817,0.0394969199570588
3168070.0,milos,male,80,-1.1581882994654484,-0.0776021846879714,0.3180270436684446
3168070.0,alex,male,50,0.7276571935261851,-0.3663586041548893,-0.3433311784645395
3168070.0,cestmir,male,50,-0.5733050318966885,-0.0987743206116191,-0.501318995914745
3168070.0,viktoria,female,50,-0.8381721529783411,-1.0438851809272185,0.3433638197812097
3168070.0,marika,female,72,0.7827825620759556,0.8506638259125249,-0.0630014958057976
3168070.0,galina,female,36,-1.5358977855500735,-0.9268573562314733,0.0561725502759994
3168070.0,hynek,male,50,-1.0084583685418411,-0.2245989134572069,0.988452246092524
3168070.0,kamil,male,30,-0.4993199796394145,0.2261099589439541,-0.5605149607793724
3168070.0,ivan2,male,24,-0.0395706513244349,0.2722677312393881,0.4752144692087659
3168070.0,mike,male,71,-0.6672361638702388,-0.3370281724973776,0.4106948659332132
3168070.0,blazana,female,80,-1.0041617217365466,0.8386485120892927,-0.9656873202576484
3168070.0,frederik,male,23,-0.6210580603085474,1.713982731937702,0.5482911726807369
3168070.0,bretislav,male,80,-1.1587155695996665,0.0233912770370682,0.2668162755112435
3168070.0,vlastimil,male,66,-0.3036112502139308,-1.702976101368,0.1180532674193495
3168070.0,tamara,female,60,1.506862910130899,0.5676971635638011,-1.542840327185835
3168070.0,jitka,female,61,-0.8795359464243454,-0.1865551525389273,0.3941254587419006
3168070.0,alexandra,female,46,0.3046407950328781,0.4755911371620435,1.4964281378461777
3168070.0,miroslav1,male,36,0.4794988815582143,1.6278208633046205,-0.7145929163817786
3168070.0,zlatica,female,41,-1.4657713401149568,-0.949661887868339,0.3585457655242164
3168070.0,radmila,female,75,-0.5904441535866111,0.6214114308693937,-1.1201334581807527
3168070.0,vincent,male,2,0.7150873676762372,-1.160949437706477,1.2525320731253442
3168070.0,gabriela,female,60,-1.0803785668402677,0.95146351141461,-0.5452680777172592
3168070.0,katy,female,61,-0.0642635514048077,-0.2519809143386917,0.3686437301549611
3168070.0,kristian,male,26,0.3787915700555754,-2.0969550942603576,0.8382654040585023
3168070.0,elena,female,39,-0.7730975583795913,0.5481276635568629,-0.9357988913585118
3168070.0,mikulas,male,62,-1.0115519854090729,0.4959449570317042,0.275689210599841
3168070.0,ingrid,female,53,0.3888087357838679,-0.3342187256184937,1.7355467978391212
3168070.0,kazimir,male,27,0.4056661764764371,-0.1241517947428525,0.9748756392140044
3168070.0,matylda,female,33,0.8495603412169215,-0.0718849495423379,1.6449331852303346
3168070.0,dobromila,female,71,-0.3522628764116359,-0.2995518481256299,1.4301925657754269
3168070.0,miroslav,male,38,0.2489118618380655,-1.9593755027675952,-0.6329084523309306
3168070.0,bedrich,male,39,-1.7388422578281315,0.2769860306113744,-0.1633532243237703
3168070.0,svatopluk,male,70,-0.67646070656311,-1.1028523079296837,-0.5914653624428945
3168070.0,ingrida,female,59,-0.5849705538237188,0.3039315315855195,-0.8982275696701933
3168070.0,ctirad,male,63,-0.3820058790283932,0.4512841426311738,-0.0379684711074788
3168070.0,edita,female,57,0.7695250788681577,-1.6000942505566882,1.5731969190620765
3168070.0,vladislav,male,41,-0.3752544874850651,0.8969248765784268,0.6606584902588526
3168070.0,rudolf,male,50,0.0106700876120307,0.4067031066173964,0.2083250490426549
3168070.0,josef,male,77,1.4320951524159753,0.1091426909340397,-2.228410087954001
3168070.0,stela,female,69,2.1243784397752368,-0.2291748222584823,-2.733525501005869
3168070.0,oleg,male,38,1.2215304926920023,-0.4277258796328276,-1.5849551858129765
3168070.0,ema,female,39,-1.0880598022093342,0.1135325600137308,-0.908809063409872
3168070.0,nicol,female,30,2.718629220334407,-1.5466190955550063,2.0593461242102484
3168070.0,miloslava,female,55,-1.73192450891643,0.2531336803226301,-0.0647836095813824
3168070.0,roxanne,female,79,2.1297610994824874,1.1967789675645952,-1.187504719000031
3168070.0,ida,female,38,-0.1235139628264254,-1.2018326043291871,-1.027739795780591
3168070.0,herbert,male,69,-0.6911321479961217,-1.0742500133294304,1.1021024952486305
3168070.0,alfred,male,28,0.5969396239981648,0.5139456746307017,0.1304994087498062
3168070.0,robin,male,24,0.1932123756255538,0.5805067771164572,-0.8837091904078164
3168070.0,petrb,male,65,-0.0904801682070997,0.3891034628594581,0.5660557194572647
3168070.0,tomasi,male,15,-0.3985409066647679,1.2991435103383382,-0.4578745360746771
3168070.0,tomas,male,18,-0.3878364690539556,-0.8517197703228403,-0.0751910940189793
3168070.0,oldrich,male,17,0.8527031988599756,0.4596735114441008,-1.3981151312479416
3168070.0,ambroz,male,13,2.075608000240752,0.4070207629988835,1.717516638429765
3168070.0,ivan,male,25,-0.370831131238688,-1.733771176930982,-0.4541912624242912
3168070.0,stefan,male,31,-0.2125398680891961,0.0443954272497062,0.2488458507646002
3168070.0,valerie,female,1,0.5802892225906714,1.0443912193443905,0.1570743392413687
3168070.0,arpad,male,40,-1.1555940543456624,0.4655654658236822,0.6594101013850675
3168070.0,arnold,male,37,1.7189298804230249,-0.5485665682161385,-1.8851291157686152
3168070.0,rehor,male,58,0.2285017544970187,1.5467781973521284,-0.7124905724834433
3168070.0,zelmira,female,24,1.9058550607793885,1.346882870119139,-1.4687330491423096
3168078.0,zita,female,20,0.7444285714675859,-0.8679985800615497,-1.5833184942787013
3168078.0,miroslav1,male,35,0.4794988815582143,1.6278208633046205,-0.7145929163817786
3168078.0,oleg,male,28,1.2215304926920023,-0.4277258796328276,-1.5849551858129765
3168078.0,alica,female,8,0.1765832985647167,0.7638735029508861,-0.540228511908649
3168078.0,rehor,male,70,0.2285017544970187,1.5467781973521284,-0.7124905724834433
3168078.0,dorota,female,15,-0.2860224329046901,0.2150078219991446,-0.7154379250492254
3168078.0,kazimir,male,15,0.4056661764764371,-0.1241517947428525,0.9748756392140044
3168078.0,arpad,male,45,-1.1555940543456624,0.4655654658236822,0.6594101013850675
3168078.0,blazana,female,32,-1.0041617217365466,0.8386485120892927,-0.9656873202576484
3168078.0,eleanora,female,20,-0.9485098711169112,-0.2129211185957576,-0.4151399581318435
3168078.0,elena,female,13,-0.7730975583795913,0.5481276635568629,-0.9357988913585118
3168078.0,saskie,female,40,-0.5684784108375543,-1.0349850094703954,0.5568945097568879
3168078.0,ambroz,male,37,2.075608000240752,0.4070207629988835,1.717516638429765
3168078.0,milos,male,45,-1.1581882994654484,-0.0776021846879714,0.3180270436684446
3168078.0,gejza,female,12,0.0828684770123068,-0.0495535333623357,-0.6882577136630335
3168078.0,josef,male,85,1.4320951524159753,0.1091426909340397,-2.228410087954001
3168078.0,zlata,female,18,-1.266700435894628,-0.9528749180556924,0.2833749722544668
3168078.0,miloslava,female,12,-1.73192450891643,0.2531336803226301,-0.0647836095813824
3168078.0,kristian,male,23,0.3787915700555754,-2.0969550942603576,0.8382654040585023
3168078.0,viktoria,female,12,-0.8381721529783411,-1.0438851809272185,0.3433638197812097
3168078.0,vladislav,male,19,-0.3752544874850651,0.8969248765784268,0.6606584902588526
3168078.0,livia,female,10,-0.6311859915158705,0.0815269722054515,-0.2929813944149884
3168078.0,ctirad,male,20,-0.3820058790283932,0.4512841426311738,-0.0379684711074788
3168078.0,valerie,female,11,0.5802892225906714,1.0443912193443905,0.1570743392413687
3168078.0,mojmir,male,30,3.495328985563467,-0.8581571681983425,-2.361460929973813
3168078.0,vlastimil,male,28,-0.3036112502139308,-1.702976101368,0.1180532674193495
3168078.0,tomasi,male,55,-0.3985409066647679,1.2991435103383382,-0.4578745360746771
3168078.0,stefan,male,16,-0.2125398680891961,0.0443954272497062,0.2488458507646002
3168078.0,agata,female,34,-0.2730647208467533,-0.596405179621126,0.2701457792020847
3168078.0,nicol,female,12,2.718629220334407,-1.5466190955550063,2.0593461242102484
3168078.0,herman,male,17,1.8608529705812633,2.877162164792234,0.5563758953187864
3168078.0,andrea,female,22,-0.5077861665970035,-0.3295745077037179,0.7804896650969203
3168078.0,svatopluk,male,24,-0.67646070656311,-1.1028523079296837,-0.5914653624428945
3168078.0,miroslav,male,33,0.2489118618380655,-1.9593755027675952,-0.6329084523309306
3168078.0,cestmir,male,14,-0.5733050318966885,-0.0987743206116191,-0.501318995914745
3168078.0,bedrich,male,45,-1.7388422578281315,0.2769860306113744,-0.1633532243237703
3168078.0,slavena,female,27,-0.6549532137165359,0.5001379026270817,0.0394969199570588
3168078.0,milena,female,13,-0.7831297174359548,1.7235316671582677,0.3937262114888887
3168078.0,petrb,male,27,-0.0904801682070997,0.3891034628594581,0.5660557194572647
3168078.0,ivan2,male,15,-0.0395706513244349,0.2722677312393881,0.4752144692087659
3168078.0,mikulas,male,65,-1.0115519854090729,0.4959449570317042,0.275689210599841
3168078.0,gabriel,male,50,-0.3292082309714579,-0.1872015516998597,1.055158144806512
3168078.0,galina,female,45,-1.5358977855500735,-0.9268573562314733,0.0561725502759994
3168078.0,herbert,male,36,-0.6911321479961217,-1.0742500133294304,1.1021024952486305
3168078.0,viola,female,23,-1.3002028060143,1.2830038805289783,0.304360045102466
3168078.0,tamara,female,14,1.506862910130899,0.5676971635638011,-1.542840327185835
3168078.0,arnold,male,15,1.7189298804230249,-0.5485665682161385,-1.8851291157686152
3168078.0,lumir,male,38,0.8341538278370585,-1.7849460817798728,1.810040673100184
3168078.0,bohdana,female,50,0.033616072340998,-1.684165430268148,-0.1075106267722017
3168078.0,vincent,male,7,0.7150873676762372,-1.160949437706477,1.2525320731253442
3168078.0,jan,male,19,0.0393013795870387,0.7694651911299825,-0.082504717908036
3168078.0,apolena,female,43,0.3036547448497604,-0.2017351055368193,0.9500365592181288
3168078.0,alexandra,female,50,0.3046407950328781,0.4755911371620435,1.4964281378461777
3168078.0,rudolf,male,56,0.0106700876120307,0.4067031066173964,0.2083250490426549
3168078.0,zora,female,7,-0.6697215644350113,-0.1597005429064095,-0.2961211298860722
3168078.0,frederik,male,12,-0.6210580603085474,1.713982731937702,0.5482911726807369
3168078.0,alfred,male,18,0.5969396239981648,0.5139456746307017,0.1304994087498062
3168078.0,oldrich,male,32,0.8527031988599756,0.4596735114441008,-1.3981151312479416
3168078.0,perla,female,39,-0.1816694777801625,-1.5983954433251064,0.8549526150001465
3168078.0,alexander,male,43,-0.6468640627600248,-0.0540367633553543,1.187799768978778
3168078.0,vlasta,female,50,-0.7267968442320033,0.801730246664766,-0.5816982540223451
3168078.0,ivan,male,38,-0.370831131238688,-1.733771176930982,-0.4541912624242912
3168078.0,marika,female,29,0.7827825620759556,0.8506638259125249,-0.0630014958057976
3168078.0,zlatica,female,41,-1.4657713401149568,-0.949661887868339,0.3585457655242164
3168078.0,anastazie,female,33,1.0343009116361708,-0.5745567320725761,1.3989404713231957
3168078.0,kamil,male,38,-0.4993199796394145,0.2261099589439541,-0.5605149607793724
3168078.0,david,male,60,-0.6749137904869901,0.8497846311838465,0.7247761764269348
3168078.0,radmila,female,50,-0.5904441535866111,0.6214114308693937,-1.1201334581807527
3168078.0,anezka,female,31,-0.4237860800891219,-0.9150674680699395,-0.5124735181037691
3168078.0,jitka,female,31,-0.8795359464243454,-0.1865551525389273,0.3941254587419006
3168078.0,stela,female,22,2.1243784397752368,-0.2291748222584823,-2.733525501005869
3168078.0,bera,female,31,-0.3066223942215978,0.2279687188680322,1.1115291044831173
3168078.0,hynek,male,54,-1.0084583685418411,-0.2245989134572069,0.988452246092524
3168078.0,justin,male,55,-0.4995931712295863,-0.6600922511443608,1.1890116023215007
